full_text,label;;;;
film lebaran tahun ini bagus2 udah nonton ketiga film; jumbo komang sm pabrik gula. genrenya beda semua jadi so fun sekalii ttp plg the best dan worth to watch is jumbo cepatlah nontonn yang belum #buzzergratisjumbo,senang;;;
ini dia rating pribadi versi aku untuk sinema lebaran kali ini: jumbo (8/10) qodrat 2 (7/10) pabrik gula (5/10) untuk 2 film yang tersisa sepertinya kali ini memang skip dulu. nanti menunggu rilis di digital or service streaming or ott. ,senang;;;;
tadi nonton film jumbo dan ternyata diluar ekspektasi sangking bagussnyaa. aku sebagai pecinta animasi dan kartuunn sepanjang film cukup terbawa suasana dari seru sampe haru,senang;;;;
jumbo: 8/10 awal sampai pertengahan film kesel sama don karna karakternya sangat frustrating egocentric. pertengahan-ending bikin mewek dikit karna ngena bgt pesannya wkwk,sedih;;;;
belom ntn film jumbo tapi denger lagunya bikin nangis parah ,sedih;;;;
i miss my phopho kungkung mbah uti mbah kung so much i wish i can hug them just one more time .. my heart break into pieces ngeliat story kakakku yg upload ttg film jumbo. andai punya radionya bakalan ngmg blabla ke mereka duh :( pgn ktmu,sedih;;;;
pengen nonton film jumbo tapi agak janggal gak sih kalo cowok umur segini nonton sendirian atau berdua,takut;;;;
gue mau banget ajak anak tetangga buat nonton jumbo karena itu bagus banget. ngerasa semua anak harus nonton itu tapi kesel banget ama bapaknya yg suka nuduh gue ngajak anaknya nonton film dewasa ,senang;;;;
film jumbo emang bagus polll keren bangettt ya allah dibikin nangis sampe watuk wkwkwkwk. apalagi waktu si don nyalain radio terus ortunya muncul lalu meluk don. gak hanya itu terus pas nyanyi ngeresapi liriknya jadi kangen ibuk hehehehe,sedih;;;;
sumpah ya dari kmrn komen si ibu2 yg blg nnton jumbo jadi takut bikin anaknya mempertanyakan aqidah tu ngeselin. bkn masalah agama tapi ya namanya film animasi anak apalagi fantasi ya gini. perasaan dlu wktu kecil w nnton apa aja gapernah lgsg bikin mempertanyakan aqidah deh,marah;;;;
makanya ini film ratingnya semua umur. orang gede bisa menangkap dari angle kejahatan pak kades gusur tanah orang anak kecil lihatnya pak kades jahat ke temennya. ketika mereka mulai tumbuh dewasa mereka nonton jumbo lagi mereka akan mengerti hal hal lain dari film itu.,takut;;;;
1. jangan meremehkan anak kecil 2. inilah hebatnya film (apalagi animasi). topik yg mungkin buat kita kayaknya berat tapi buat jumbo dan kawan kawannya dia ngelawan pak kades sesimpel karena pak kades ngejahatin meri dan abang acil aja.,takut;;;;
baru nyadar aq suka nntn film visinema....pantesan gue suka bgt mrs and jumbo trnyata satu ph sama nkcthi and hsl...penggemar nkcthi since day #1,senang;;;;
seharusnya hadirnya film jumbo itu tamparan yang sangat berharga bagi kalian pemerintah yang masih membangga-banggakan ai! indonesia tu gak kekurangan orang-orang yang punya kemampuan bikin animasi handal. kalo kalian cari kalin pasti nemu wahai pemerintah. toh...,marah;;;;
mewek bgt sama film jumbo,sedih;;;;
senin aku akan nonton film jumbo sendiri. biar tangisku aku habisin dalam bioskop tanpa kuatir anak anak sedih kalo emak nya nangis :) iya anak2 ga suka liat emaknya nangis padahal ya tangisnya cm gara2 nonton film atau kangen kakeknya,sedih;;;;
nyari penyakit emg semua reels ig film jumbo gua nontonin berakhir nangisssssssssssss gabisaaa akuuu gakuat kalo soal ibu ke anakkkkkk,sedih;;;;
atta adalah karakter favorit gue di film jumbo. my shayla ,senang;;;;
funfact dh semingguan dari abis nonton film jumbo ak jd dengerin ost film jumbo seribu juta kali saking sukanya,senang;;;;
film jumbo dikata musyrik nih kenape ye anak anak itu harus punya imajinasi yang luas kalo dia dipatahkan terus imajinasi nya dampak nya kemana mana jadi males baca males nulis males mikir kritis bahkan dalam agama pun banyak cerita tentang keajaiban dan mukjizat kokk,marah;;;;
menurut w jumbo alur /lt nya hampir mirp kek film coco tapi tetep ada bedanya ok aja sih buat anak2 mah tapi kalo film coco gw bisa nangis jumbo masih berkaca2 aja . tapi udah keren animasi indo,sedih;;;;
acil adalah tokoh terbaik di film jumbo sih menurut gue. dewasa banget.,senang;;;;
abang first time nonton di bioskop nonton jumbo . di akhir film aku tanya bang mau ga di tinggalin mamiw papiw trus abang jawab ga mau di tinggalin wkwk terharu gw,sedih;;;;
setiap liat update tentang film jumbo seriusan gak peres kek hatiku hangat banget jadi ikut senyum dan bangga : ) beneran happy bangetttt selamat dan selamat dan selamat buat tim jumbo semuanyaaa ,senang;;;;
pov abis nonton jumbo: kebanyakan ngomobg dalem hati iyalagi teruss hmmm mikir terus pas denger lagunya berkaca-kaca semoga makin banyak produksi film yaa jumbo!,sedih;;;;
sumpah kayanya bakal melebihi itu karena kemarin penuh bgt bioskop jadi kaya seneng gitu liat bioskop serame itu gara2 film jumbo banyak bgt anak kecil ditemenin keluarganya untuk nonton. udh lama galiat bioskop serame inii,senang;;;;
standing ovation buat semua crew animator staff dan aktor yg terlibat. setelah 13 hari penayangan jumbo tembus 3 jt penonton yeyyy really deserves it. berharap film sejenis ini makin banyak indonesia gak kekurangan orang pintar dan kreatif orang indonesia hanya,senang;;;;
sama film animasi ketika tau indo bisa bikin karya yg mirip pastinya bangga bangetttttt seketika excited nonton dan jadi buzzer gratisan wkwk. jumbo berkisah tentang don bocah yatim yg tinggal bersama omanya karena udah ditinggal sama ortunya pas kecil.,senang;;;;
bisa2 nya nonton film jumbo nangis ahhhh,sedih;;;;
jujur sebel bgt sama org yg buat konten jumbo itu ngajarin minta bantuan buat jin bla bla bla . jing itu film imajinasi pikiran dewasa tolong jangan dibawa². lagian anak kecil itu imajinasinya masih kuatt bgt. noh upin ipin minta tolong ke sepi sama rambo,marah;;;;
film jumbo bagus banget oi,senang;;;;
thanks yaa jumbo byk hal yang bisa aku ambil dri film ini. mata ku ampe bengkak kebanyakan nangis (suer) kmrn nonton ber 3 tp ada 1 org lg ikut tyt tau gitu beli 4 tiket ya..,sedih;;;;
terus gue juga pengen gali pesan yang ingin disampaikan dari narasi (film) jumbo buat audiens tu apa. soalnya tadi gue memosisikan diri sbg penonton dan hanyut dlm cerita ️,sedih;;;;
produksi visual film jumbo set the standard untuk film animasi dalam negeri jadi cukup tinggi bagus detailsnya suka banget. warna-warna penokohannya juga hangat. missed di beberapa aspek imho tapi tetap patut diapresiasi sebaik-baiknya!,senang;;;;
eh iya loh kalo dipikir2 ya wkkwkw pak kades hrsnya pro warga eh dendam kesumat (ya background nya gr2 disakiti juga) trs org indo kan religius nya tinggi tuh di film jumbo ini beneran berkat bantuan mistis bisa ngalahin pak kades,marah;;;;
jumbo. dibuat oleh ryan yg sering aku tonton di masa remaja. tadi nonton sama sahabat2ku yg biasa menghabiskan waktu bersama saat remaja. di akhir film kami berpelukan bertiga. ️,sedih;;;;
i hope that indonesia can make another animation movie yangg lebih buaguzzz secara visual soundtrack alur cerita dan semuaaanyaaa. pokokknya jumbo deserve this⭐️⭐️⭐️⭐️⭐️ apalagi ada maliq jg jadi pengisi soundtrack! gokill lets support film animasii indonesia!!,senang;;;;
papi mami meri versi jahat keluar kayaknya si adek takut huhuhu.. tpi stlah ortu meri dah balik jadi baik adek balik enjoy lagi nontonnya. adek selalu inget kambing temenny nurma hihihi.. bukti film jumbo bisa dinikmati semua umur ,takut;;;;
nangis di film nussa karena tersentuh di sisi sebagai ayah. nangis di film jumbo karena tersentuh di sisi anak yang udah nggak punya ayah. kenapa makin melow dah kalau udah punya anak gini. ,sedih;;;;
ini film jumbo heartwarming banget tadi beberapa kali mau nangis ditahan-tahan mulu pas nonton ,sedih;;;;
selalu percaya kalo film itu adalah karya kolaborasi. film yang bagus gak lahir karena 1 sutradara atau 1 scriptwriter yg bagus aja. tapi semuanya bener-bener semua orang di semua lini. thank you jumbo thank you visinema. ini karya yang kereeeeennnn sekali!,senang;;;;
please nonton jumbo. bikin ekspektasi kalian tinggi aja. gapapa! ini film bisa bikin melongo dr segi cerita dsn visual ,senang;;;;
kenapa ya tiap nonton film animasi di bioskop pasti ceritanya yang ada yatim-yatimnya waktu nonton the good dinosaur pas sd dulu di scene bapaknya ilang kebawa arus auto netes air mata. padahal belum yatim. pas sekarang dah yatim nonton jumbo makin deres lagi keluarnya ,sedih;;;;
pokoknya kalian semua harus nonton film jumbo. gue as a free buzzer nih film sangat merekomendasikan kepada kalian semua. well ini film fokus banget sama alur dan char developmentnya. ayo kita jadiin si sutradara bikin special show stand up comedy.,senang;;;;
film jumbo bangus bangettttttt,senang;;;;
seneng banget banyak temen-temen anak-anak yang menjadikan #jumbo sebagai tontonan pertama di bioskop semoga bisa berkesan di hati kamu yaaa!,senang;;;;
baru selesai nonton film jumbo baguus sekali nangis sesenggukan krn berasa sangat personal sangat amat aku rekomen utk ditonton saat liburan panjang inii!⭐️,sedih;;;;
barusan nonton jumbo. sepanjang film blur dan ruangan panas. ternyata mata gw basah aja gitu sepanjang film. bagus banget. makin yakin ai slops ga akan pernah bisa ngegantiin karya yang bener-bener dari hati.,sedih;;;;
jadi film indonesia yg tayang lebaran ini ada film horror exocirst drama peselingkuhan &amp; animasi keren (jumbo) kalau sampai film jumbo penontonnya kalah ama film drama perselingkuhan ini walaupun memang selera tontonan itu masing aku kecewa sih ama pilihan tontonan rakyat,marah;;;
udah lama gak nangis gara gara film jumbo berhasil bikin sesenggukan,sedih;;;;
gemes ketawa terharu. selesai nonton langsung nangis film jumbo bagus ceritanya bagus animasinya juga bagus,sedih;;;;
sudah nonton don dkk hari ini! film yang manis dan menghangatkan hati. terima kasih mas ryan dan talenta2 lainnya yg sukses bikin jumbo. terbaik!!!! ,senang;;;;
honest review : jumbo - secara visual oke sih tp nothing special apalagi mengingat produksinya lumayan serius 5 tahunan walau banyak produksi pixar lebih lama dr ini - cerita bagus tp sepertinya sulit di mengerti anak &lt;7 thn jadi kalau ini film su mungkin harus lebih .,senang;;;
merayakan lebaran dengan menonton film jumbo,senang;;;;
film jumbo bagusss bgt ga expect film animasi indo yg animasinya sebagus itu ceritanya juga unikk dan lucuu cocok buat tontonan lebaran rate dari aku 9/10,senang;;;;
pengen banget nonton jumbo tapi tadi ga jadi karna temen gw ga suka kartun jadilah nonton film gajelas,sedih;;;;
tp jumbo related banget makan telor sama kecap. butuh proses yg lama dan salut buat produsernya berani di era film yg ga maju seputaran horor cinta2an pake aktornya itu2 mulu,sedih;;;;
jumbo bagus bangetttt. kaget banget film anak anak tapi ceritanya bagooos,senang;;;;
hari ini nonton film jumbo di bioskop. satu kata yg bisa mewakili adalah 'bangga' karena sekelompok banyak orang indonesia bisa membuat animasi sebagus itu. namun sayang nilai2 yg terkandung dalam film tsb ndak cocok buat anak kecil yang belum paham mana khayalan mana fakta.,senang;;;;
abis nonton film jumbo tadi keren bgt animasi nya film se bagus ini hrs diapresiasi sebanyak2 nya secara bikinnya juga 5 tahun tonton guys keren bgt,senang;;;;
padahl wktu nnton one piece di bioskop juga gue sendirian anjir ga peduli org di sekitar. knp sekarang mau nnton jumbo smdiri mesti ragu plsss gas aja ga sih ajg kenapa si tmn w gasuka nnton film kenapa gapunay tmn yg lain kenpaa ,takut;;;;
suka banget sama film jumbo️,senang;;;;
btw ternyata jumbo tuh film animasi indo mana film nya bikin nangis mulu tpi kadang kesel sama sih jumbo juga wkwkwkw,sedih;;;;
film ini bercerita ttg don yg dipanggil jumbo oleh tmn2nya krn tubuhnya yg gemuk. dia smpat diremehkan sama teman2nya krn fisik yg tidak mumpuni buat bermain bareng. don suka mendongeng ke teman2nya dgn buku buatan orgtuanya yg tlh meninggal.,sedih;;;;
nonton jumbo baru mulai ni film ade gw udh nyeletuk gendut mirip prabowo . akhirnya sepanjang film gagal fokus bangke bgt,senang;;;;
tmi dikit tadi sblm nonton berantem dulu sama adek karna telat ke bioskopnya. akhirnya beli tiket lagi karna yg tiket pertama hangus. well at least aku gk nyesel beli tiket 2x karna film jumbo juara!! please banyakin film begini jujur capek bgt ngeliat bioskop horror melulu,senang;;;;
abis ntn film jumbo semakin sadar kl artist animasi di indo kerennn2 bgt krn emg rill sebagus itu filmnya mangkanya gue kesel bgt itu wapres ngucapin idul fitri pake ai tololll sumpah,marah;;;;
abis dari nonton jumbo keren banget. indonesia butuh bikin film animasi kayak gini sering-sering!!!!,senang;;;;
honest review film jumbo + animasinya bagus bgttt teksturnya gokil. rambutnya si don cakepp + ga heran ada dop krn shotnya cakep2. kek jarang bgt kagum sama shot film animasi + ostnya beneran kerasa magis. liriknya bikin merinding (in a good way) + smw karakter dibikin abu2,senang;;;;
ambience jumbo kok kaya seru bgt yah mau juga jadi part of film animasi gini soon bgt aamiin,senang;;;;
film jumbo nih bagus banget dah aslii,senang;;;;
penantian panjang itu terbayar hari ini. jumbo akhirnya tayang. film animasi yang indah amat indah. seluruh elemen di film ini menyenangkan. musik cerita dialog lirik lagu everything just beautiful ️,senang;;;;
itu film jumbo gapake ai kyk gibran kn,takut;;;;
harus banget nonton film jumbo bagus bangettt,senang;;;;
2 film lebaran sejauh ini menyenangkan: - jumbo - qodrat 2 ,senang;;;;
ya allah... semoga jumbo laris manis biar balik modalnya dan untung banyak...jadi bisa bikin film lagi... aamiin... ini kalo ga pas hari pertama lebaran mungkin lebih banyak yang nonton ya... ,senang;;;;
#1 film jumbo dibikin part2 gtu bikin ceritanya gampang dikunyah sekalipun buat anak2. #2 setting cerita di tahun 90 (atau late 80an) bikin kita nih bapak2 nanggung jd berasa nostalgia dari permainan yg dimainin jumbo sama markas2an punya mereka jg bikin nostalgia bgt,senang;;;;
#jumbo ini ibarat film keluarga yang heartwarming sekali. kita bisa dibuat ketawa dan sedih. suka ceritanya nggak terlalu berat juga buat anak-anak. i love it!,senang;;;;
film nya bagus bgt cuman jumbo nya ngeselin naudzubillah,senang;;;;
film jumbo seruuuwww,senang;;;;
abis nonton film jumbo ternyata genre horor ya wkwkwkwk tapi bagus ,senang;;;;
pengen ngajak adek nonton film jumbo tapi dia malah sakit ,sedih;;;;
malem2 nangisin film jumbo boleh ga si gusy asli emosyenel bgttt ,sedih;;;;
film jumbo bagus bgt tearjerker punnnnnn ,senang;;;;
disaat orang2 heboh nonton pabrik gula norma etc sebuah keputusan yg tepat buat milih nonton #jumbo animasinya keren jalan ceritanya juga oke lah untuk film semua umur ada kocak sama moral yg bisa bocil2 ambil wkwkwk. gongnya bisa bikin nangis di endingnya wkwkwkwk,senang;;;;
nonton jumbo guys. bagus bangeeeeeeet animasinya! ceritanya gak lazim tapi okelah beda. tapi plis nonton biar produser tuh liat bahwa animasi indonesia itu ada marketnya. biar tumbuh jadi film animasi di bioskop ga disney2 doang. nonton yaaa.,senang;;;;
film jumbo untuk toddler 21 thn ini sngtlah seru,senang;;;;
hari ini aku udah nonton film jumbo banjir bangeeeeetttttt ,sedih;;;;
film jumbo bagus banget!! hati moengilku menangiiisssss,sedih;;;;
mending nonton jumbo film animasi anak bangsa. bagus pula ceritanya.,senang;;;;
lusa yang lalu abis nonton jumbo dan masih kagum ternyata indonesia udah bisa bikin film animasi sebagus ini ayo nonton jumbo gaiss. jangan lupa bawa tissue yaa,senang;;;;
ih sedih bgt yg review film jumbo dibilang buzzer padahal animasi sekeren itu emg pantes dapet apresiasi,sedih;;;;
sejujurnya sejak 2023 gue udh stop spend budget nonton bioskop untuk film horor karena: 1. kualitasnya 2. alur berulang 3. gak lama pasti bakal tayang di platform ott jadi sekarang gue lebih mau nonton ke bioskop untuk film indo yang cukup unik aja kek animasi jumbo itu,senang;;;;
hiks btw pas nonton jumbo tadi sedih banget huhuhu ternyata indonesia juga bisa buat film animasi sekeren itu pesan pesan yang ada juga bisa tersalurkan dengan baik banget salutt bangett huhu sukak,senang;;;;
sejak pertama kenal suami baru kali ini pulang nonton film dan sampai mau tidur pun masih dibahas film jumbo kayaknya berkesan banget buat paksu,senang;;;;
lagian ada film yg lebih bagus: qodrat 2 sama jumbo malah tonton yang film-film gimmick uncut ,marah;;;;
jumbo... kamu memenuhi ekspetasi ku. selain animasi nya yang jossss. penulisan skrip nya itu loh yang bener bener diperhatiin banget makanya nih film bisa jadi bagus bangettt #jumbo,senang;;;;
kata aku sih gera nonton jumbo ke bioskop. mungkin ini sangat subjektif karena suka film animasi tapi aku ngarep banget ni film bisa lebih banyak penontonnya dari horror horror itu,senang;;;;
film #jumbo gemesin bangeetttttt,senang;;;;
lebih tertarik nonton film jumbo drpd pabrik gula uncu(t),senang;;;;
should've gotten more number because this film was visually pleasing. sudah selayaknya jumbo ini disejajarkan dengan pixar.,senang;;;;
film jumbo bagus banget woiiiii,senang;;;;
kamu bisa disebut disabilitas jika ada film se bagus jumbo tapi masih pengen nonton horor tai ledig.,marah;;;;
kayaknya film yang bagus gue tonton 2025 itu jumbo dah. bukan soal animasinya story nya karakternya sampe soundtracknya anjeng! tanpa cacat nih film,senang;;;;
baru kelar nonton film jumbo imo ya dari segi animasi keren abis 9 5/10. tapi dari segi ceritanya masih kureng 7/10 lah. kirain bakal expect cerita anak2 yg banyak main imajinasi dan mimpinya. gataunya masih ada hantu2 segala. agak kureng sih menurut gw film anak. -cont,senang;;;;
anw film jumbo heartwarming bgt gue nangis 4 kali,sedih;;;;
setelah the wild robot jumbo adalah film animasi kedua yg bikin nangis di umur 21. filmnya terasa hangat sekali ,sedih;;;;
gw lah yang nonton film ini dan nangis apalagi pernah di treat kyk jumbo pas sd wkwkwkw,sedih;;;;
kalian harus banget nonton film jumbo!!!! bagus banget woyyyyyy ,senang;;;;
film jumbo bagus yaak. keren ,senang;;;;
woi film jumbo bagus banget siapa sangka aku sampe nangis,sedih;;;;
laki gua nonton jumbo nangissssss. film j u m b o ,sedih;;;;
tapi bagus congrats film jumbo,senang;;;;
film animasi itu membutuhkan begitu banyak (teknologi ) tenaga dan waktu sehingga risikonya begitu besar. jadi tiap melihat ada yg mencoba lagi dan lagi menghidupkan animasi lokal rasanya selalu ngeri-ngeri excited. semoga jumbo laris manis deh.,senang;;;;
gila jumbo bener bener sekeren itu suka banget sama animasinya yang super keren dan sedih banget pas scene atta sama kakanya terus pas mereka pentas plisss banyakin film gini suka bangett️,sedih;;;;
cm mau ngasih tau film jumbo bagus bgt hati moengilku tersentuh,senang;;;;
jumbo menyatu dengan riuh riang dari para penonton-penonton kecilnya. seruan dan tawa dari bangku belakangku memberikan warna tersendiri saat menonton film animasi ini. (aku yang membenci suara-suara berisik saat sedang menonton film menikmati keriuhan para bocil!),senang;;;;
satu hal yang paling cemerlang dalam jumbo adalah... scoring. haru lucu menegangkan heroik atau apapun itu. they nailed it. (plus ost yang indah!) departemen audio di film animasi ini sangat layak untuk memenangkan sebuah penghargaan. ,senang;;;;
tapi detik ini akhirnya urusan kkn stuff dah beres (lom dinilai). topik ta juga kunjung bertemu. dapet project baru! kemarin juga sudah semoat nonton jumbo! film bagus! finally! yeah!,senang;;;;
heee dubber atta di jumbo film itu lil boy m adhiyat bagus bagus masih bertahan setelah pengabdi selesai,senang;;;;
film jumbo bagussss banget gilak keren bgt indo punya film animasi kaya gini,senang;;;;
jumbo film pertama yg bikin gue mau nnton berkali2 di bioskop,senang;;;;
sebagai orang yg pas anak anak mirip banget sama don di film jumbo gue bener bener nangis kejer dr awal sampe akhir nyata dan feeling-nya masih ngebekas bgt di otak gue smpe skrg anak kecil yg selalu lebih gendut dibanding temen temen seumurannya emang butuh jiwa survive,sedih;;;;
besok sekola jam segini belum bobo belum ngantuk abis nonton jumbo film nya aku rate 9 9/10,senang;;;;
first time aku rewatch film di bioskop nonton jumbo dua kali nnton dua kali nangis lebih kejer malah nngisnya ,sedih;;;;
gamau ntn jumbo iya terinfluence katanya2 gamau bangunin inner trauma dengan ntn film yg relate sm kehidupan (makanya aku suka ntn film fiksi) traumaku sudah ku buang jauh2 jng disuruh balik lagi ngusirnya susah ️,takut;;;;
meski begitu dari sisi animasi dengan sentuhan tangan-tangan orang indonesia asli jumbo 10/10 sih emang. makin optimis dunia animasi indonesia akan lebih maju dan bisa menantang dominasi film horor.,senang;;;;
jumbo film persekutuan dengan jin ,takut;;;;
jumbo tu film apaan sih ngentod soalnya tiktok aku isinya jumbo semua kantal.,marah;;;;
parah emng nih lagu film jumbo nyerang mental people parent less wkwkwkwk,marah;;;;
seneng banget... pas hari kamis kemarin aku ngajar siswaku yg homeschooling btw dia kelas 5 sd aku ngasih tau dia nonton tuh ke bioskop film jumbo yg lagi viral dan seru ajak temenmu juga terus dia cek tiket + trailernya katanya tertarik nonton,senang;;;;
mau buat trend pake soundtrack film jumbo yg rate itu as anak pertama perempuan ngetiknya pun nangis karena bener ga worth it. klo di rate sakitnya 1 milyar/10 ,sedih;;;;
kita semua lulusan film film nobita dan doraemon. cerita jumbo pasti bisa dinikmati anak anak meskipun mereka belum ngerti behind meaningnya,senang;;;;
tiada hari tanpa nangis bacain postingan #buzzergratisjumbo + shoutout di #boynextdoorinjakarta ,senang;;;;
awas aja sutradara jumbo ga bikin masterpiece kaya gini lagi! alias film mu bagus sekali allahu akbar!!!,marah;;;;
anw film jumbo bagus sangat menyentuh inner child ku yang ringkih ini ,sedih;;;;
baru kali ini nonton film (bukan acara nobar) tpi masuknya udah kek masuk venue konser alias rame bgt busett mana keliatan pada buru masuk studio kyak pada ga sabar mau nonton jumbo,senang;;;;
jelas pada mau ikut lah orang jumbo film bagus. coba diajak nonton video idul fitri yang gibran naik onta.,senang;;;;
kalo besok aku kena mental abis nonton jumbo itu 10% karena film jumbo 90% karena cuitan cuitan kak aya ttg atta,takut;;;;
nonton film jumbo jadi fokus bgt ke animasinya berasa animasi2 dari luar gitu. tp lucunya setting lokasi dll indonesia hehehe. apresiasi utk tim di jumbo ,senang;;;;
banyak bgt yang bisa dianalisis dari film jumbo (dibanding pg sama qodrat 2) dan ini salah satunya seru banget buat bahas tu film sambil ngopi cantik sore-sore sama pasangan/kawan,senang;;;;
gatau kenapa tapi ikut happy film jumbo ini antusias penontonnya tinggi bangett. apa yahh ga ekspek kalau film animasi indonesia bisa sebanyak ini penontonnya disaat biasanya penonton akan ngecap jelek dulu sebelum nonton. menunjukan kalau penonton kita semakin dewasa,senang;;;;
kemarin nonton ini sama ayangggg perasaan dibikin campur aduk bangeeett. sedihnya ada sampee nangis bombayy senengnya adaa komedinya pun dapet. worth it bgt film jumbo iniii relate jugaaak sama kehidupan semasa kecil duluuu,sedih;;;;
lucu bgt tl ku ada bonedo ada bangchan ada film jumbo ada politik2nya dikit aowkowkwowk,senang;;;;
di film jumbo sebuah canon event kalau orang tua don meninggal dan don ketemu sama arwah bocil cewek blasteran indo-jerman. kalau nggak dia gede nya bakal jadi orang yang egois narsistik dan manipulatif ,sedih;;;;
film jumbo menyentil kita utk menyadari hal-hal yg selama ini kita anggap sepele padahal punya makna yg penting. film jumbo juga mengusap punggung seraya membisikkan bahwa tidak apa jika hidup tak sempurna. terakhir film jumbo memeluk erat nan tulus jiwa kanak-kanak kita.,senang;;;;
dan gue gak nyesel sama sekali bahkan jumbo jdi salah satu film terbaik yg pernah gue tonton di bioskop. fck g1bran. fck the government. ayo seniman indonesia terus buat aku bangga jdi org indonesia️‍,senang;;;;
baru kali ini nonton film sampai dua kali di bioskop jumbo emang bestt,senang;;;;
everyone please watch jumbo film bagus banget banget banget not a big fan of animation karena kalau nntn film gampang bosen tapi jujurr ini bagus bgt beneran kelar film rasanya pgn lgsg standing applause,senang;;;;
salah satu yg bisa dipetik dr film jumbo adalah pohon besar itu memang tempatnya arwah ,takut;;;;
abis nonton film jumbo 9.2/10 + 1. animasinya yaallah 2. develop krakter juga ok bgt 3. sutradara brhasil ngasih bumbu lucu wkt film udh lmyan boring &amp; ktebak 4. sutradara jg brhasil bgt bkin scene scene ptg ke highlight 5. sutradara jg brhasil bkin prasaan pnonton cmpur aduk,senang;;;
hal pertama yg bikin nyes bagi q nonton film jumbo ketika kakak acil bilang cerita aja sama abang cerita aja semua nya abang pasti dengerin (dalam hatiku: kalau ada orang yg punya kakak begitu pasti beruntung),sedih;;;;
hbs nonton jumbo emng film animasi yg bnyak pesan dr alur ceritanya. selalu bersyukur ada temen ato sahabat yg selalu ngedukung dan jg keluarga point utama. tdk ekspec ak smpek nangis tertumben sekali #jumbo,sedih;;;;
ada film sebagus jumbo tp elu nontonnya sugar factory ada film sebagus jumbo tapi wapres elu demennya sama ai,marah;;;;
salut bgt sama semua animator indo yg bikin film jumbo semoga dgn suksesnya film ini bisa ngebuat animasi² keren lainnya bisa makin gede dan sukses just like pixar,senang;;;;
td beneran yg nonton penuh anak² dan ortunya it was pretty wholesome i guess. last time gw ntn film yg seatnya full dari atas smpe bawah pas film conjuring pertama which is v long time ago yg kedua kali pas tadi film jumbo.,senang;;;;
film jumbo keren bangetttt,senang;;;;
ini ost film jumbo diputar ama anak gw tiap hari aduh inget banget perasaan pas nonton karna gw posisinya ibu denger ini tuh kaya dipeluk hangat tapi nangis ,sedih;;;;
maaf tapi kurang suka film jumbo :(,sedih;;;;
terharu banget liat bapak2 atau ibu2 yg ngedampingin anak2 bareng geng an nya buat nnton jumbo. bioskop full sm dari segala usia. dari anak usia 3 tahunan sampe kakek - nenek. dan yg always penuh studio nya itu film jumbo. telat dikit beli tiket dpt kursi di bawah (kit leher),sedih;;;;
nonton badminton tapi prestasinya ya masih kadang baik kadang blangsak seringnya lg ambles tapi adanya film jumbo (selain jadi selingan) somehow bikin ada perasaan hangat dan semangat yg ngeyakinin buat selalu inget yg hepi2 walaupun lg pahit ,senang;;;;
masih inget banget betapa serunya era mencuri raden saleh... terus ini jumbo juga ga kalah seru... seneng dan bangga menjadi bagian dari 2 era rilisnya film lokal yang super menyenangkan...,senang;;;;
huhuhuh aku seneng bangett taesan x jumbo lucu banget taesan si buzzer jumbo aku cinta film jumbo aku juga cinta taesan :^),sedih;;;;
ini film jumbo sengaja nerangin layar pas bagian sedih biar ketahuan siapa aja yang nangis,sedih;;;;
kelar nonton film jumbo - soundtracknya asik - animasinya wah kacau sih keren - alurnya cerita agak membingungkan. hhmm... imho bangga sama karyanya ditengah film horor yang gimana-gimana.,senang;;;;
abis nonton jumbo terus beneran bagus beneran berharap semoga kedepannya ada lagi film animasi dari indo ,senang;;;;
hari ini resmi sudah menjadi #buzzerjumbo karena baru kesampaian nonton hari ini!!! baru awal film jumbo udah nangis.. tengah-tengah waktu pentas nangis.. ending juga nangis.. apa-apaan ini sepanjang film nangis mulu akunya.. aku... sangat terharu,sedih;;;;
aim high jumbo. senang sekali bahkan hanya membayangkan kalau film animasi terlaris di indonesia adalah film karya anak bangsa. even just the thought of that warms my heart so much. ,senang;;;;
nonton film jumbo rata² yg nangis anak bangkotan smua jir (gw termasuk),sedih;;;;
jumbo film nya bagus tapi gw kedinginan di bioskop ,senang;;;;
worth the wait. ini film dieksekusi bagus banget hampir semua sisi mulai dari karakter eskalasi cerita musik animasi sampe ke hal-hal kecil kayak detail rambut &amp; kulit even product placement yg ga maksa bikin gue kagum sama jumbo as a whole kids movie. berkaca2 dikit .,senang;;;
think its urgent. kalian boycot travel umroh dan haji. film jumbo gk motivasi anak anak di palestine. remember we are religion people. was romadhon think more wataawanu alal birri wattaqwa.,marah;;;;
jumbo ini film yg beneran wow bgt bjirr dr segi cerita musik animasi plot pokoknya mantep bgtt yg plng gila si animasinya. baru bbrp detik udah 'jir ini mah kualitasnya gak kaleng2 bagus bgt' langsung mikir ini rendernya brp lama yak spek laptopnya gmn yh,senang;;;;
gak sia-sia ku jadi buzzer gratis film jumbo awal-awal rilis bahkan dari pertengahan bulan lalu pas tayang duluan sebelum lebaran. semakin sukses terus!!! ,senang;;;;
tadi taesan mention film jumbo sedih bgt gue,sedih;;;;
kalian yang belum liat film jumbo keknya harus cepet liat deh. ini tuh film dewasa berkedok kartun. soalnya yg liat rata orang dewasa semua rate dr aku 1000/100 siii,senang;;;;
